"","data","rodada","publico","time_man","time_vis"
"0","2003-03-29","1","","Guarani","Vasco da Gama"
"1","2003-03-29","1","","Atlético-PR","Grêmio"
"2","2003-03-30","1","","Flamengo","Coritiba FC"
"3","2003-03-30","1","","Goiás EC","Paysandu SC"
"4","2003-03-30","1","","Internacional","Ponte Preta"
"5","2003-03-30","1","","Criciúma EC","Fluminense"
"6","2003-03-30","1","","Juventude","São Paulo"
"7","2003-03-30","1","","Fortaleza","EC Bahia"
"8","2003-03-30","1","","Cruzeiro","São Caetano"
"9","2003-03-30","1","","EC Vitória","Figueirense FC"
"10","2003-03-30","1","","Santos FC","Paraná"
"11","2003-03-30","1","","Corinthians","Atlético-MG"
"12","2003-04-05","2","","Fluminense","Fortaleza"
"13","2003-04-05","2","","Atlético-MG","Santos FC"
"14","2003-04-05","2","","Coritiba FC","Internacional"
"15","2003-04-05","2","","Grêmio","Guarani"
"16","2003-04-06","2","","EC Bahia","Flamengo"
"17","2003-04-06","2","","Figueirense FC","Corinthians"
"18","2003-04-06","2","","Paysandu SC","EC Vitória"
"19","2003-04-06","2","","Ponte Preta","Juventude"
"20","2003-04-06","2","","Paraná","Atlético-PR"
"21","2003-04-06","2","","São Caetano","Criciúma EC"
"22","2003-04-06","2","","São Paulo","Cruzeiro"
"23","2003-04-06","2","","Vasco da Gama","Goiás EC"
"24","2003-04-12","3","","Internacional","EC Bahia"
"25","2003-04-12","3","","Santos FC","Figueirense FC"
"26","2003-04-12","3","","Atlético-PR","Atlético-MG"
"27","2003-04-12","3","","Corinthians","Paysandu SC"
"28","2003-04-13","3","","EC Vitória","Vasco da Gama"
"29","2003-04-13","3","","Criciúma EC","São Paulo"
"30","2003-04-13","3","","Fortaleza","São Caetano"
"31","2003-04-13","3","","Juventude","Coritiba FC"
"32","2003-04-13","3","","Guarani","Paraná"
"33","2003-04-13","3","","Goiás EC","Grêmio"
"34","2003-04-13","3","","Cruzeiro","Ponte Preta"
"35","2003-04-13","3","","Flamengo","Fluminense"
"36","2003-04-10","4","","Paysandu SC","Santos FC"
"37","2003-04-17","4","","EC Bahia","Juventude"
"38","2003-04-17","4","","Grêmio","EC Vitória"
"39","2003-04-17","4","","Atlético-MG","Guarani"
"40","2003-04-17","4","","Figueirense FC","Atlético-PR"
"41","2003-04-17","4","","Ponte Preta","Criciúma EC"
"42","2003-04-17","4","","São Caetano","Flamengo"
"43","2003-04-17","4","","Vasco da Gama","Corinthians"
"44","2003-04-17","4","","Coritiba FC","Cruzeiro"
"45","2003-04-18","4","","Fluminense","Internacional"
"46","2003-04-18","4","","São Paulo","Fortaleza"
"47","2003-04-18","4","","Paraná","Goiás EC"
"48","2003-04-19","5","","EC Bahia","Atlético-MG"
"49","2003-04-19","5","","São Caetano","Grêmio"
"50","2003-04-19","5","","Flamengo","Santos FC"
"51","2003-04-20","5","","São Paulo","Vasco da Gama"
"52","2003-04-20","5","","Internacional","Corinthians"
"53","2003-04-20","5","","Criciúma EC","Guarani"
"54","2003-04-20","5","","Juventude","EC Vitória"
"55","2003-04-20","5","","Fortaleza","Atlético-PR"
"56","2003-04-20","5","","Ponte Preta","Paysandu SC"
"57","2003-04-20","5","","Cruzeiro","Goiás EC"
"58","2003-04-20","5","","Fluminense","Paraná"
"59","2003-04-22","5","","Coritiba FC","Figueirense FC"
"60","2003-04-26","6","","Atlético-MG","Coritiba FC"
"61","2003-04-26","6","","Paraná","EC Bahia"
"62","2003-04-26","6","","EC Vitória","Internacional"
"63","2003-04-26","6","","Guarani","Cruzeiro"
"64","2003-04-27","6","","Corinthians","Flamengo"
"65","2003-04-27","6","","Goiás EC","Juventude"
"66","2003-04-27","6","","Figueirense FC","Ponte Preta"
"67","2003-04-27","6","","Santos FC","Fortaleza"
"68","2003-04-27","6","","Grêmio","Fluminense"
"69","2003-04-27","6","","Atlético-PR","Criciúma EC"
"70","2003-04-27","6","","Paysandu SC","São Paulo"
"71","2003-04-27","6","","Vasco da Gama","São Caetano"
"72","2003-05-03","7","","Flamengo","EC Vitória"
"73","2003-05-03","7","","EC Bahia","Grêmio"
"74","2003-05-03","7","","Cruzeiro","Atlético-PR"
"75","2003-05-04","7","","Fortaleza","Corinthians"
"76","2003-05-04","7","","São Paulo","Figueirense FC"
"77","2003-05-04","7","","São Caetano","Paysandu SC"
"78","2003-05-04","7","","Internacional","Goiás EC"
"79","2003-05-04","7","","Ponte Preta","Atlético-MG"
"80","2003-05-04","7","","Juventude","Guarani"
"81","2003-05-04","7","","Coritiba FC","Paraná"
"82","2003-05-04","7","","Criciúma EC","Santos FC"
"83","2003-05-04","7","","Fluminense","Vasco da Gama"
"84","2003-05-10","8","","Goiás EC","Flamengo"
"85","2003-05-10","8","","Santos FC","Cruzeiro"
"86","2003-05-10","8","","Paraná","Ponte Preta"
"87","2003-05-10","8","","Corinthians","Criciúma EC"
"88","2003-05-11","8","","EC Vitória","Fortaleza"
"89","2003-05-11","8","","Guarani","Internacional"
"90","2003-05-11","8","","Atlético-PR","Juventude"
"91","2003-05-11","8","","Figueirense FC","São Caetano"
"92","2003-05-11","8","","Vasco da Gama","EC Bahia"
"93","2003-05-11","8","","Paysandu SC","Fluminense"
"94","2003-05-11","8","","Atlético-MG","São Paulo"
"95","2003-05-11","8","","Grêmio","Coritiba FC"
"96","2003-05-17","9","","Fluminense","Figueirense FC"
"97","2003-05-17","9","","São Caetano","Atlético-MG"
"98","2003-05-17","9","","Juventude","Santos FC"
"99","2003-05-18","9","","EC Bahia","Paysandu SC"
"100","2003-05-18","9","","Internacional","Atlético-PR"
"101","2003-05-18","9","","Coritiba FC","Vasco da Gama"
"102","2003-05-18","9","","Cruzeiro","Corinthians"
"103","2003-05-18","9","","Fortaleza","Goiás EC"
"104","2003-05-18","9","","Ponte Preta","Grêmio"
"105","2003-05-18","9","","Criciúma EC","EC Vitória"
"106","2003-05-18","9","","Flamengo","Guarani"
"107","2003-05-18","9","","São Paulo","Paraná"
"108","2003-05-24","10","","Atlético-MG","Fluminense"
"109","2003-05-24","10","","Paraná","São Caetano"
"110","2003-05-24","10","","Corinthians","Juventude"
"111","2003-05-24","10","","Vasco da Gama","Ponte Preta"
"112","2003-05-25","10","","Atlético-PR","Flamengo"
"113","2003-05-25","10","","Paysandu SC","Coritiba FC"
"114","2003-05-25","10","","Goiás EC","Criciúma EC"
"115","2003-05-25","10","","Grêmio","São Paulo"
"116","2003-05-25","10","","Guarani","Fortaleza"
"117","2003-05-25","10","","Figueirense FC","EC Bahia"
"118","2003-05-25","10","","EC Vitória","Cruzeiro"
"119","2003-05-25","10","","Santos FC","Internacional"
"120","2003-05-31","11","","Fluminense","Atlético-PR"
"121","2003-05-31","11","","Cruzeiro","Criciúma EC"
"122","2003-05-31","11","","Coritiba FC","Guarani"
"123","2003-05-31","11","","Ponte Preta","São Caetano"
"124","2003-05-31","11","","Internacional","Paysandu SC"
"125","2003-06-01","11","","Paraná","Flamengo"
"126","2003-06-01","11","","EC Bahia","Goiás EC"
"127","2003-06-01","11","","Fortaleza","Juventude"
"128","2003-06-01","11","","Figueirense FC","Grêmio"
"129","2003-06-01","11","","Santos FC","São Paulo"
"130","2003-06-01","11","","Corinthians","EC Vitória"
"131","2003-06-01","11","","Vasco da Gama","Atlético-MG"
"132","2003-04-19","12","","Flamengo","Cruzeiro"
"133","2003-06-07","12","","EC Vitória","Fluminense"
"134","2003-06-07","12","","Guarani","Santos FC"
"135","2003-06-07","12","","Grêmio","Fortaleza"
"136","2003-06-07","12","","Atlético-MG","Figueirense FC"
"137","2003-06-08","12","","Paysandu SC","Paraná"
"138","2003-06-08","12","","Juventude","Vasco da Gama"
"139","2003-06-08","12","","Atlético-PR","Ponte Preta"
"140","2003-06-08","12","","Goiás EC","Coritiba FC"
"141","2003-06-08","12","","São Caetano","Corinthians"
"142","2003-06-08","12","","Criciúma EC","Internacional"
"143","2003-06-08","12","","São Paulo","EC Bahia"
"144","2003-06-14","13","","Fluminense","Goiás EC"
"145","2003-06-14","13","","Ponte Preta","Guarani"
"146","2003-06-14","13","","Coritiba FC","Atlético-PR"
"147","2003-06-15","13","","Corinthians","São Paulo"
"148","2003-06-15","13","","Fortaleza","Paysandu SC"
"149","2003-06-15","13","","Paraná","Juventude"
"150","2003-06-15","13","","Grêmio","Internacional"
"151","2003-06-15","13","","Santos FC","São Caetano"
"152","2003-06-15","13","","Criciúma EC","Figueirense FC"
"153","2003-06-15","13","","EC Bahia","EC Vitória"
"154","2003-06-15","13","","Vasco da Gama","Flamengo"
"155","2003-06-15","13","","Cruzeiro","Atlético-MG"
"156","2003-06-19","14","","EC Bahia","Coritiba FC"
"157","2003-06-21","14","","Vasco da Gama","Criciúma EC"
"158","2003-06-21","14","","Atlético-MG","Grêmio"
"159","2003-06-21","14","","Internacional","Paraná"
"160","2003-06-21","14","","São Paulo","Goiás EC"
"161","2003-06-22","14","","Paysandu SC","Flamengo"
"162","2003-06-22","14","","Ponte Preta","Corinthians"
"163","2003-06-22","14","","São Caetano","EC Vitória"
"164","2003-06-22","14","","Figueirense FC","Fortaleza"
"165","2003-06-22","14","","Juventude","Cruzeiro"
"166","2003-06-22","14","","Fluminense","Guarani"
"167","2003-07-31","14","","Atlético-PR","Santos FC"
"168","2003-06-28","15","","Fortaleza","Vasco da Gama"
"169","2003-06-28","15","","Coritiba FC","São Caetano"
"170","2003-06-28","15","","Grêmio","Juventude"
"171","2003-06-28","15","","Santos FC","EC Bahia"
"172","2003-06-28","15","","Flamengo","Figueirense FC"
"173","2003-06-29","15","","Corinthians","Fluminense"
"174","2003-06-29","15","","Guarani","São Paulo"
"175","2003-06-29","15","","Criciúma EC","Paysandu SC"
"176","2003-06-29","15","","EC Vitória","Atlético-PR"
"177","2003-06-29","15","","Cruzeiro","Internacional"
"178","2003-06-29","15","","Paraná","Atlético-MG"
"179","2003-07-31","15","","Goiás EC","Ponte Preta"
"180","2003-07-05","16","","Vasco da Gama","Paraná"
"181","2003-07-05","16","","São Paulo","São Caetano"
"182","2003-07-05","16","","Figueirense FC","Cruzeiro"
"183","2003-07-05","16","","Atlético-MG","Paysandu SC"
"184","2003-07-06","16","","Grêmio","Flamengo"
"185","2003-07-06","16","","Guarani","Goiás EC"
"186","2003-07-06","16","","Atlético-PR","Corinthians"
"187","2003-07-06","16","","Juventude","Internacional"
"188","2003-07-06","16","","Fortaleza","Criciúma EC"
"189","2003-07-06","16","","EC Vitória","Ponte Preta"
"190","2003-07-06","16","","Santos FC","Coritiba FC"
"191","2003-07-06","16","","Fluminense","EC Bahia"
"192","2003-07-09","17","","São Caetano","Atlético-PR"
"193","2003-07-09","17","","Corinthians","Santos FC"
"194","2003-07-10","17","","Cruzeiro","Fortaleza"
"195","2003-07-10","17","","EC Bahia","Guarani"
"196","2003-07-10","17","","Paysandu SC","Figueirense FC"
"197","2003-07-10","17","","Goiás EC","EC Vitória"
"198","2003-07-10","17","","Flamengo","Juventude"
"199","2003-07-10","17","","Internacional","Vasco da Gama"
"200","2003-07-10","17","","Coritiba FC","São Paulo"
"201","2003-07-11","17","","Ponte Preta","Fluminense"
"202","2003-07-11","17","","Criciúma EC","Atlético-MG"
"203","2003-07-11","17","","Paraná","Grêmio"
"204","2003-07-12","18","","Atlético-PR","Goiás EC"
"205","2003-07-12","18","","Fortaleza","Internacional"
"206","2003-07-12","18","","Vasco da Gama","Paysandu SC"
"207","2003-07-13","18","","Atlético-MG","Flamengo"
"208","2003-07-13","18","","Ponte Preta","EC Bahia"
"209","2003-07-13","18","","Corinthians","Coritiba FC"
"210","2003-07-13","18","","Criciúma EC","Juventude"
"211","2003-07-13","18","","Figueirense FC","Paraná"
"212","2003-07-13","18","","São Caetano","Guarani"
"213","2003-07-13","18","","Fluminense","São Paulo"
"214","2003-07-13","18","","Grêmio","Cruzeiro"
"215","2003-07-13","18","","EC Vitória","Santos FC"
"216","2003-07-17","19","","Flamengo","Fortaleza"
"217","2003-07-17","19","","Juventude","Figueirense FC"
"218","2003-07-17","19","","EC Bahia","São Caetano"
"219","2003-07-17","19","","Coritiba FC","Fluminense"
"220","2003-07-17","19","","Guarani","EC Vitória"
"221","2003-07-17","19","","Internacional","Atlético-MG"
"222","2003-07-17","19","","Santos FC","Ponte Preta"
"223","2003-07-17","19","","Cruzeiro","Vasco da Gama"
"224","2003-07-17","19","","Goiás EC","Corinthians"
"225","2003-07-18","19","","Paysandu SC","Grêmio"
"226","2003-07-18","19","","São Paulo","Atlético-PR"
"227","2003-08-01","19","","Paraná","Criciúma EC"
"228","2003-07-19","20","","Fluminense","Santos FC"
"229","2003-07-19","20","","Corinthians","Guarani"
"230","2003-07-19","20","","Fortaleza","Atlético-MG"
"231","2003-07-19","20","","Internacional","Figueirense FC"
"232","2003-07-20","20","","Juventude","Paysandu SC"
"233","2003-07-20","20","","Atlético-PR","EC Bahia"
"234","2003-07-20","20","","Ponte Preta","Coritiba FC"
"235","2003-07-20","20","","Criciúma EC","Flamengo"
"236","2003-07-20","20","","Goiás EC","São Caetano"
"237","2003-07-20","20","","EC Vitória","São Paulo"
"238","2003-07-20","20","","Cruzeiro","Paraná"
"239","2003-07-20","20","","Vasco da Gama","Grêmio"
"240","2003-07-24","21","","Paraná","Fortaleza"
"241","2003-07-24","21","","Atlético-MG","Juventude"
"242","2003-07-24","21","","Paysandu SC","Cruzeiro"
"243","2003-07-24","21","","Guarani","Atlético-PR"
"244","2003-07-24","21","","Figueirense FC","Vasco da Gama"
"245","2003-07-24","21","","Santos FC","Goiás EC"
"246","2003-07-24","21","","EC Bahia","Corinthians"
"247","2003-07-25","21","","Coritiba FC","EC Vitória"
"248","2003-07-25","21","","Grêmio","Criciúma EC"
"249","2003-07-25","21","","Flamengo","Internacional"
"250","2003-07-25","21","","São Caetano","Fluminense"
"251","2003-07-25","21","","São Paulo","Ponte Preta"
"252","2003-07-26","22","","Santos FC","Vasco da Gama"
"253","2003-07-26","22","","Goiás EC","Atlético-MG"
"254","2003-07-26","22","","Atlético-PR","Paysandu SC"
"255","2003-07-27","22","","Fortaleza","Ponte Preta"
"256","2003-07-27","22","","Juventude","Fluminense"
"257","2003-07-27","22","","Flamengo","São Paulo"
"258","2003-07-27","22","","Criciúma EC","Coritiba FC"
"259","2003-07-27","22","","Guarani","Figueirense FC"
"260","2003-07-27","22","","EC Vitória","Paraná"
"261","2003-07-27","22","","Corinthians","Grêmio"
"262","2003-07-27","22","","Cruzeiro","EC Bahia"
"263","2003-07-27","22","","Internacional","São Caetano"
"264","2003-08-02","23","","Fluminense","Cruzeiro"
"265","2003-08-02","23","","Grêmio","Santos FC"
"266","2003-08-02","23","","São Paulo","Internacional"
"267","2003-08-02","23","","São Caetano","Juventude"
"268","2003-08-03","23","","Figueirense FC","Goiás EC"
"269","2003-08-03","23","","Paraná","Corinthians"
"270","2003-08-03","23","","Paysandu SC","Guarani"
"271","2003-08-03","23","","Coritiba FC","Fortaleza"
"272","2003-08-03","23","","EC Bahia","Criciúma EC"
"273","2003-08-03","23","","Ponte Preta","Flamengo"
"274","2003-08-03","23","","Vasco da Gama","Atlético-PR"
"275","2003-08-03","23","","Atlético-MG","EC Vitória"
"276","2003-08-07","24","","EC Vitória","Paysandu SC"
"277","2003-08-07","24","","Atlético-PR","Paraná"
"278","2003-08-07","24","","Criciúma EC","São Caetano"
"279","2003-08-07","24","","Fortaleza","Fluminense"
"280","2003-08-07","24","","Juventude","Ponte Preta"
"281","2003-08-07","24","","Santos FC","Atlético-MG"
"282","2003-08-07","24","","Goiás EC","Vasco da Gama"
"283","2003-08-07","24","","Cruzeiro","São Paulo"
"284","2003-08-07","24","","Internacional","Coritiba FC"
"285","2003-08-08","24","","Flamengo","EC Bahia"
"286","2003-08-08","24","","Corinthians","Figueirense FC"
"287","2003-08-08","24","","Guarani","Grêmio"
"288","2003-08-09","25","","Fluminense","Criciúma EC"
"289","2003-08-09","25","","São Caetano","Cruzeiro"
"290","2003-08-09","25","","Paraná","Santos FC"
"291","2003-08-09","25","","São Paulo","Juventude"
"292","2003-08-10","25","","Paysandu SC","Goiás EC"
"293","2003-08-10","25","","Ponte Preta","Internacional"
"294","2003-08-10","25","","Coritiba FC","Flamengo"
"295","2003-08-10","25","","Atlético-MG","Corinthians"
"296","2003-08-10","25","","Figueirense FC","EC Vitória"
"297","2003-08-10","25","","EC Bahia","Fortaleza"
"298","2003-08-10","25","","Vasco da Gama","Guarani"
"299","2003-08-10","25","","Grêmio","Atlético-PR"
"300","2003-08-16","26","","Vasco da Gama","EC Vitória"
"301","2003-08-16","26","","EC Bahia","Internacional"
"302","2003-08-16","26","","Figueirense FC","Santos FC"
"303","2003-08-16","26","","Coritiba FC","Juventude"
"304","2003-08-16","26","","Atlético-MG","Atlético-PR"
"305","2003-08-16","26","","São Paulo","Criciúma EC"
"306","2003-08-17","26","","Paysandu SC","Corinthians"
"307","2003-08-17","26","","São Caetano","Fortaleza"
"308","2003-08-17","26","","Ponte Preta","Cruzeiro"
"309","2003-08-17","26","","Paraná","Guarani"
"310","2003-08-17","26","","Grêmio","Goiás EC"
"311","2003-08-17","26","","Fluminense","Flamengo"
"312","2003-08-21","27","","Flamengo","São Caetano"
"313","2003-08-21","27","","Goiás EC","Paraná"
"314","2003-08-21","27","","Juventude","EC Bahia"
"315","2003-08-21","27","","Cruzeiro","Coritiba FC"
"316","2003-08-21","27","","Atlético-PR","Figueirense FC"
"317","2003-08-21","27","","EC Vitória","Grêmio"
"318","2003-08-21","27","","Santos FC","Paysandu SC"
"319","2003-08-21","27","","Fortaleza","São Paulo"
"320","2003-08-21","27","","Corinthians","Vasco da Gama"
"321","2003-08-21","27","","Internacional","Fluminense"
"322","2003-08-22","27","","Guarani","Atlético-MG"
"323","2003-08-22","27","","Criciúma EC","Ponte Preta"
"324","2003-08-23","28","","Santos FC","Flamengo"
"325","2003-08-23","28","","Atlético-PR","Fortaleza"
"326","2003-08-23","28","","Goiás EC","Cruzeiro"
"327","2003-08-23","28","","Grêmio","São Caetano"
"328","2003-08-24","28","","Vasco da Gama","São Paulo"
"329","2003-08-24","28","","Paysandu SC","Ponte Preta"
"330","2003-08-24","28","","Paraná","Fluminense"
"331","2003-08-24","28","","EC Vitória","Juventude"
"332","2003-08-24","28","","Guarani","Criciúma EC"
"333","2003-08-24","28","","Figueirense FC","Coritiba FC"
"334","2003-08-24","28","","Corinthians","Internacional"
"335","2003-08-24","28","","Atlético-MG","EC Bahia"
"336","2003-08-30","29","","Fluminense","Grêmio"
"337","2003-08-30","29","","Fortaleza","Santos FC"
"338","2003-08-30","29","","Internacional","EC Vitória"
"339","2003-08-30","29","","Cruzeiro","Guarani"
"340","2003-08-30","29","","São Paulo","Paysandu SC"
"341","2003-08-31","29","","São Caetano","Vasco da Gama"
"342","2003-08-31","29","","Juventude","Goiás EC"
"343","2003-08-31","29","","Flamengo","Corinthians"
"344","2003-08-31","29","","EC Bahia","Paraná"
"345","2003-08-31","29","","Ponte Preta","Figueirense FC"
"346","2003-08-31","29","","Coritiba FC","Atlético-MG"
"347","2003-08-31","29","","Criciúma EC","Atlético-PR"
"348","2003-09-13","30","","Santos FC","Criciúma EC"
"349","2003-09-13","30","","Atlético-PR","Cruzeiro"
"350","2003-09-13","30","","Grêmio","EC Bahia"
"351","2003-09-13","30","","Corinthians","Fortaleza"
"352","2003-09-14","30","","EC Vitória","Flamengo"
"353","2003-09-14","30","","Figueirense FC","São Paulo"
"354","2003-09-14","30","","Goiás EC","Internacional"
"355","2003-09-14","30","","Paysandu SC","São Caetano"
"356","2003-09-14","30","","Guarani","Juventude"
"357","2003-09-14","30","","Paraná","Coritiba FC"
"358","2003-09-14","30","","Vasco da Gama","Fluminense"
"359","2003-09-14","30","","Atlético-MG","Ponte Preta"
"360","2003-09-20","31","","Cruzeiro","Santos FC"
"361","2003-09-20","31","","Coritiba FC","Grêmio"
"362","2003-09-20","31","","Ponte Preta","Paraná"
"363","2003-09-20","31","","Fluminense","Paysandu SC"
"364","2003-09-20","31","","Internacional","Guarani"
"365","2003-09-21","31","","EC Bahia","Vasco da Gama"
"366","2003-09-21","31","","Criciúma EC","Corinthians"
"367","2003-09-21","31","","Fortaleza","EC Vitória"
"368","2003-09-21","31","","Juventude","Atlético-PR"
"369","2003-09-21","31","","São Caetano","Figueirense FC"
"370","2003-09-21","31","","São Paulo","Atlético-MG"
"371","2003-09-21","31","","Flamengo","Goiás EC"
"372","2003-09-25","32","","Atlético-PR","Internacional"
"373","2003-09-25","32","","Grêmio","Ponte Preta"
"374","2003-09-25","32","","Goiás EC","Fortaleza"
"375","2003-09-25","32","","Paysandu SC","EC Bahia"
"376","2003-09-25","32","","EC Vitória","Criciúma EC"
"377","2003-09-25","32","","Guarani","Flamengo"
"378","2003-09-25","32","","Paraná","São Paulo"
"379","2003-09-25","32","","Santos FC","Juventude"
"380","2003-09-25","32","","Corinthians","Cruzeiro"
"381","2003-09-26","32","","Figueirense FC","Fluminense"
"382","2003-09-26","32","","Vasco da Gama","Coritiba FC"
"383","2003-09-26","32","","Atlético-MG","São Caetano"
"384","2003-09-27","33","","Internacional","Santos FC"
"385","2003-09-27","33","","São Paulo","Grêmio"
"386","2003-09-27","33","","Flamengo","Atlético-PR"
"387","2003-09-28","33","","Cruzeiro","EC Vitória"
"388","2003-09-28","33","","EC Bahia","Figueirense FC"
"389","2003-09-28","33","","Criciúma EC","Goiás EC"
"390","2003-09-28","33","","Fortaleza","Guarani"
"391","2003-09-28","33","","Juventude","Corinthians"
"392","2003-09-28","33","","Ponte Preta","Vasco da Gama"
"393","2003-09-28","33","","São Caetano","Paraná"
"394","2003-09-28","33","","Fluminense","Atlético-MG"
"395","2003-09-28","33","","Coritiba FC","Paysandu SC"
"396","2003-10-04","34","","Atlético-PR","Fluminense"
"397","2003-10-04","34","","Paysandu SC","Internacional"
"398","2003-10-04","34","","São Caetano","Ponte Preta"
"399","2003-10-04","34","","Grêmio","Figueirense FC"
"400","2003-10-04","34","","São Paulo","Santos FC"
"401","2003-10-05","34","","EC Vitória","Corinthians"
"402","2003-10-05","34","","Goiás EC","EC Bahia"
"403","2003-10-05","34","","Atlético-MG","Vasco da Gama"
"404","2003-10-05","34","","Juventude","Fortaleza"
"405","2003-10-05","34","","Guarani","Coritiba FC"
"406","2003-10-05","34","","Flamengo","Paraná"
"407","2003-10-05","34","","Criciúma EC","Cruzeiro"
"408","2003-10-09","35","","Vasco da Gama","Juventude"
"409","2003-10-09","35","","Fortaleza","Grêmio"
"410","2003-10-09","35","","Corinthians","São Caetano"
"411","2003-10-09","35","","Coritiba FC","Goiás EC"
"412","2003-10-09","35","","Ponte Preta","Atlético-PR"
"413","2003-10-09","35","","Santos FC","Guarani"
"414","2003-10-09","35","","EC Bahia","São Paulo"
"415","2003-10-09","35","","Cruzeiro","Flamengo"
"416","2003-10-10","35","","Paraná","Paysandu SC"
"417","2003-10-10","35","","Internacional","Criciúma EC"
"418","2003-10-10","35","","Fluminense","EC Vitória"
"419","2003-10-10","35","","Figueirense FC","Atlético-MG"
"420","2003-10-11","36","","Atlético-PR","Coritiba FC"
"421","2003-10-11","36","","Guarani","Ponte Preta"
"422","2003-10-11","36","","São Caetano","Santos FC"
"423","2003-10-12","36","","Atlético-MG","Cruzeiro"
"424","2003-10-12","36","","Figueirense FC","Criciúma EC"
"425","2003-10-12","36","","São Paulo","Corinthians"
"426","2003-10-12","36","","EC Vitória","EC Bahia"
"427","2003-10-12","36","","Goiás EC","Fluminense"
"428","2003-10-12","36","","Juventude","Paraná"
"429","2003-10-12","36","","Flamengo","Vasco da Gama"
"430","2003-10-12","36","","Internacional","Grêmio"
"431","2003-10-15","36","","Paysandu SC","Fortaleza"
"432","2003-10-18","37","","Goiás EC","São Paulo"
"433","2003-10-18","37","","Guarani","Fluminense"
"434","2003-10-18","37","","Flamengo","Paysandu SC"
"435","2003-10-18","37","","Grêmio","Atlético-MG"
"436","2003-10-19","37","","Coritiba FC","EC Bahia"
"437","2003-10-19","37","","Paraná","Internacional"
"438","2003-10-19","37","","Santos FC","Atlético-PR"
"439","2003-10-19","37","","Criciúma EC","Vasco da Gama"
"440","2003-10-19","37","","Fortaleza","Figueirense FC"
"441","2003-10-19","37","","EC Vitória","São Caetano"
"442","2003-10-19","37","","Corinthians","Ponte Preta"
"443","2003-10-19","37","","Cruzeiro","Juventude"
"444","2003-10-23","38","","Ponte Preta","Goiás EC"
"445","2003-10-23","38","","São Caetano","Coritiba FC"
"446","2003-10-23","38","","Atlético-PR","EC Vitória"
"447","2003-10-23","38","","Figueirense FC","Flamengo"
"448","2003-10-23","38","","Fluminense","Corinthians"
"449","2003-10-23","38","","Internacional","Cruzeiro"
"450","2003-10-23","38","","EC Bahia","Santos FC"
"451","2003-10-24","38","","São Paulo","Guarani"
"452","2003-10-24","38","","Atlético-MG","Paraná"
"453","2003-10-24","38","","Juventude","Grêmio"
"454","2003-10-24","38","","Vasco da Gama","Fortaleza"
"455","2003-10-24","38","","Paysandu SC","Criciúma EC"
"456","2004-04-21","1","","Botafogo","Goiás EC"
"457","2004-04-21","1","","Figueirense FC","Internacional"
"458","2004-04-21","1","","São Caetano","EC Vitória"
"459","2004-04-21","1","","Cruzeiro","Juventude"
"460","2004-04-21","1","","Palmeiras","Atlético-MG"
"461","2004-04-22","1","","Grêmio","Flamengo"
"462","2004-04-22","1","","Ponte Preta","Corinthians"
"463","2004-04-22","1","","Paraná","Santos FC"
"464","2004-04-23","1","","Coritiba FC","Guarani"
"465","2004-04-23","1","","Vasco da Gama","Criciúma EC"
"466","2004-04-23","1","","Paysandu SC","Fluminense"
"467","2004-04-23","1","","São Paulo","Atlético-PR"
"468","2004-04-24","2","","Flamengo","Ponte Preta"
"469","2004-04-24","2","","Goiás EC","Cruzeiro"
"470","2004-04-24","2","","Juventude","Grêmio"
"471","2004-04-25","2","","Internacional","Palmeiras"
"472","2004-04-25","2","","Atlético-MG","Vasco da Gama"
"473","2004-04-25","2","","Fluminense","Coritiba FC"
"474","2004-04-25","2","","Corinthians","Paysandu SC"
"475","2004-04-25","2","","Guarani","São Caetano"
"476","2004-04-25","2","","Atlético-PR","Figueirense FC"
"477","2004-04-25","2","","EC Vitória","Paraná"
"478","2004-04-25","2","","Criciúma EC","São Paulo"
"479","2004-04-25","2","","Santos FC","Botafogo"
"480","2004-04-29","3","","Botafogo","Atlético-MG"
"481","2004-04-29","3","","Coritiba FC","Internacional"
"482","2004-04-29","3","","Paysandu SC","Atlético-PR"
"483","2004-04-29","3","","Cruzeiro","Criciúma EC"
"484","2004-04-29","3","","Ponte Preta","Goiás EC"
"485","2004-04-29","3","","Grêmio","Corinthians"
"486","2004-04-29","3","","Figueirense FC","Santos FC"
"487","2004-04-29","3","","São Paulo","Fluminense"
"488","2004-04-30","3","","Paraná","Flamengo"
"489","2004-04-30","3","","Vasco da Gama","Guarani"
"490","2004-04-30","3","","Palmeiras","EC Vitória"
"491","2004-06-25","3","","São Caetano","Juventude"
"492","2004-05-01","4","","Internacional","Paysandu SC"
"493","2004-05-01","4","","Criciúma EC","Botafogo"
"494","2004-05-01","4","","Atlético-MG","Ponte Preta"
"495","2004-05-01","4","","Goiás EC","Grêmio"
"496","2004-05-02","4","","Flamengo","São Caetano"
"497","2004-05-02","4","","Santos FC","Cruzeiro"
"498","2004-05-02","4","","Fluminense","Vasco da Gama"
"499","2004-05-02","4","","Corinthians","Palmeiras"
"500","2004-05-02","4","","Juventude","Paraná"
"501","2004-05-02","4","","EC Vitória","Figueirense FC"
"502","2004-05-02","4","","Guarani","São Paulo"
"503","2004-05-02","4","","Atlético-PR","Coritiba FC"
"504","2004-05-08","5","","Santos FC","Juventude"
"505","2004-05-08","5","","Paraná","Cruzeiro"
"506","2004-05-08","5","","Guarani","Atlético-PR"
