"","data","rodada","publico","time_man","time_vis"
"4122","2013-08-15","14","12027","Atlético-MG","EC Bahia"
"4123","2013-08-15","14","10272","Coritiba FC","Portuguesa"
"4124","2013-08-15","14","5156","EC Vitória","Ponte Preta"
"4125","2013-08-15","14","32049","Goiás EC","Flamengo"
"4126","2013-08-15","14","16529","Grêmio","Cruzeiro"
"4127","2013-08-15","14","13237","Fluminense","Corinthians"
"4128","2013-08-16","14","25827","São Paulo","Atlético-PR"
"4129","2013-08-16","14","15047","Botafogo","Internacional"
"4130","2013-08-17","15","14369","Cruzeiro","EC Vitória"
"4131","2013-08-17","15","16583","Náutico","Fluminense"
"4132","2013-08-18","15","15781","Vasco da Gama","Grêmio"
"4133","2013-08-18","15","4416","Ponte Preta","Goiás EC"
"4134","2013-08-18","15","44164","Flamengo","São Paulo"
"4135","2013-08-18","15","4276","Portuguesa","Botafogo"
"4136","2013-08-18","15","31519","Corinthians","Coritiba FC"
"4137","2013-08-18","15","8505","Atlético-PR","Criciúma EC"
"4138","2013-08-18","15","10247","EC Bahia","Santos FC"
"4139","2013-08-18","15","9478","Internacional","Atlético-MG"
"4140","2013-08-24","16","8350","Santos FC","EC Vitória"
"4141","2013-08-24","16","20580","Flamengo","Grêmio"
"4142","2013-08-24","16","5974","Ponte Preta","Cruzeiro"
"4143","2013-08-25","16","6004","Criciúma EC","Coritiba FC"
"4144","2013-08-25","16","55256","São Paulo","Fluminense"
"4145","2013-08-25","16","10614","EC Bahia","Náutico"
"4146","2013-08-25","16","8555","Atlético-MG","Portuguesa"
"4147","2013-08-25","16","21627","Vasco da Gama","Corinthians"
"4148","2013-08-25","16","12124","Atlético-PR","Botafogo"
"4149","2013-08-25","16","1815","Internacional","Goiás EC"
"4150","2013-08-31","17","9762","Goiás EC","Atlético-MG"
"4151","2013-08-31","17","23745","Grêmio","Ponte Preta"
"4152","2013-08-31","17","2466","Portuguesa","EC Bahia"
"4153","2013-08-31","17","11263","Náutico","Atlético-PR"
"4154","2013-09-01","17","10481","Fluminense","Santos FC"
"4155","2013-09-01","17","18546","Coritiba FC","Internacional"
"4156","2013-09-01","17","28591","Botafogo","São Paulo"
"4157","2013-09-01","17","36543","Corinthians","Flamengo"
"4158","2013-09-01","17","10629","EC Vitória","Criciúma EC"
"4159","2013-09-01","17","17071","Cruzeiro","Vasco da Gama"
"4160","2013-09-04","18","7898","Goiás EC","Grêmio"
"4161","2013-09-05","18","12616","Flamengo","EC Vitória"
"4162","2013-09-05","18","12595","Atlético-PR","Santos FC"
"4163","2013-09-05","18","1419","Portuguesa","Ponte Preta"
"4164","2013-09-05","18","9120","EC Bahia","Cruzeiro"
"4165","2013-09-05","18","7792","Internacional","Corinthians"
"4166","2013-09-05","18","6529","Atlético-MG","Fluminense"
"4167","2013-09-06","18","9682","Botafogo","Coritiba FC"
"4168","2013-09-06","18","8153","Náutico","Vasco da Gama"
"4169","2013-09-06","18","33738","São Paulo","Criciúma EC"
"4170","2013-09-07","19","9211","EC Vitória","Atlético-MG"
"4171","2013-09-07","19","8968","Santos FC","Goiás EC"
"4172","2013-09-07","19","28658","Fluminense","EC Bahia"
"4173","2013-09-07","19","4131","Ponte Preta","Internacional"
"4174","2013-09-08","19","19565","Grêmio","Portuguesa"
"4175","2013-09-08","19","35628","Cruzeiro","Flamengo"
"4176","2013-09-08","19","16367","Coritiba FC","São Paulo"
"4177","2013-09-08","19","22712","Corinthians","Náutico"
"4178","2013-09-08","19","12185","Criciúma EC","Botafogo"
"4179","2013-09-08","19","11832","Vasco da Gama","Atlético-PR"
"4180","2013-09-12","20","11728","Atlético-PR","Fluminense"
"4181","2013-09-12","20","10786","Goiás EC","Cruzeiro"
"4182","2013-09-12","20","6484","EC Bahia","Criciúma EC"
"4183","2013-09-12","20","6826","Náutico","Grêmio"
"4184","2013-09-12","20","4207","Portuguesa","Vasco da Gama"
"4185","2013-09-12","20","23679","Botafogo","Corinthians"
"4186","2013-09-13","20","4456","Internacional","EC Vitória"
"4187","2013-09-13","20","20780","Flamengo","Santos FC"
"4188","2013-09-13","20","27548","São Paulo","Ponte Preta"
"4189","2013-09-13","20","9567","Atlético-MG","Coritiba FC"
"4190","2013-09-14","21","30339","Cruzeiro","Atlético-PR"
"4191","2013-09-15","21","19355","Fluminense","Portuguesa"
"4192","2013-09-15","21","10346","Ponte Preta","Flamengo"
"4193","2013-09-15","21","11693","Coritiba FC","EC Bahia"
"4194","2013-09-15","21","21354","Corinthians","Goiás EC"
"4195","2013-09-15","21","13802","Criciúma EC","Internacional"
"4196","2013-09-15","21","10961","Vasco da Gama","São Paulo"
"4197","2013-09-15","21","10054","EC Vitória","Náutico"
"4198","2013-09-15","21","33304","Grêmio","Atlético-MG"
"4199","2013-09-15","21","11301","Santos FC","Botafogo"
"4200","2013-09-19","22","5624","Vasco da Gama","EC Vitória"
"4201","2013-09-19","22","12447","Grêmio","Santos FC"
"4202","2013-09-19","22","10234","Criciúma EC","Fluminense"
"4203","2013-09-19","22","7982","Coritiba FC","Goiás EC"
"4204","2013-09-19","22","6777","Ponte Preta","Corinthians"
"4205","2013-09-19","22","44504","Cruzeiro","Botafogo"
"4206","2013-09-19","22","28503","São Paulo","Atlético-MG"
"4207","2013-09-20","22","20899","Flamengo","Atlético-PR"
"4208","2013-09-20","22","1808","Portuguesa","Náutico"
"4209","2013-09-20","22","8979","EC Bahia","Internacional"
"4210","2013-09-21","23","34397","Fluminense","Coritiba FC"
"4211","2013-09-22","23","13378","EC Vitória","Grêmio"
"4212","2013-09-22","23","3012","Internacional","Portuguesa"
"4213","2013-09-22","23","24789","Goiás EC","São Paulo"
"4214","2013-09-22","23","27053","Corinthians","Cruzeiro"
"4215","2013-09-22","23","25707","Botafogo","EC Bahia"
"4216","2013-09-22","23","15003","Náutico","Flamengo"
"4217","2013-09-22","23","6729","Atlético-PR","Ponte Preta"
"4218","2013-09-22","23","5147","Santos FC","Criciúma EC"
"4219","2013-09-22","23","12834","Atlético-MG","Vasco da Gama"
"4220","2013-09-28","24","7065","Náutico","Coritiba FC"
"4221","2013-09-28","24","8610","Goiás EC","Fluminense"
"4222","2013-09-29","24","9673","Botafogo","Ponte Preta"
"4223","2013-09-29","24","38330","Flamengo","Criciúma EC"
"4224","2013-09-29","24","41140","São Paulo","Grêmio"
"4225","2013-09-29","24","31946","EC Bahia","Vasco da Gama"
"4226","2013-09-29","24","12316","Portuguesa","Corinthians"
"4227","2013-09-29","24","10030","Atlético-PR","EC Vitória"
"4228","2013-09-29","24","5434","Internacional","Cruzeiro"
"4229","2013-09-29","24","8465","Atlético-MG","Santos FC"
"4230","2013-09-26","25","9342","Criciúma EC","Atlético-MG"
"4231","2013-10-02","25","12625","Ponte Preta","Náutico"
"4232","2013-10-03","25","19800","Grêmio","Atlético-PR"
"4233","2013-10-03","25","32016","Cruzeiro","Portuguesa"
"4234","2013-10-03","25","20498","EC Vitória","Goiás EC"
"4235","2013-10-03","25","19562","Fluminense","Botafogo"
"4236","2013-10-03","25","12287","Coritiba FC","Flamengo"
"4237","2013-10-03","25","9917","Corinthians","EC Bahia"
"4238","2013-10-03","25","7788","Santos FC","São Paulo"
"4239","2013-10-04","25","10220","Vasco da Gama","Internacional"
"4240","2013-10-05","26","14418","Botafogo","Grêmio"
"4241","2013-10-06","26","22285","São Paulo","EC Vitória"
"4242","2013-10-06","26","34597","Flamengo","Vasco da Gama"
"4243","2013-10-06","26","16204","Atlético-MG","Corinthians"
"4244","2013-10-06","26","13551","Atlético-PR","Coritiba FC"
"4245","2013-10-06","26","7637","Internacional","Fluminense"
"4246","2013-10-06","26","20661","Náutico","Cruzeiro"
"4247","2013-10-06","26","9448","EC Bahia","Ponte Preta"
"4248","2013-10-06","26","7979","Portuguesa","Santos FC"
"4249","2013-10-06","26","5704","Goiás EC","Criciúma EC"
"4250","2013-10-10","27","16423","Grêmio","Criciúma EC"
"4251","2013-10-10","27","11721","Coritiba FC","Santos FC"
"4252","2013-10-10","27","28225","EC Bahia","EC Vitória"
"4253","2013-10-10","27","6127","Ponte Preta","Atlético-MG"
"4254","2013-10-10","27","8245","Vasco da Gama","Fluminense"
"4255","2013-10-10","27","15581","Corinthians","Atlético-PR"
"4256","2013-10-10","27","40743","Cruzeiro","São Paulo"
"4257","2013-10-10","27","6658","Náutico","Botafogo"
"4258","2013-10-11","27","3353","Portuguesa","Goiás EC"
"4259","2013-10-11","27","24864","Flamengo","Internacional"
"4260","2013-10-12","28","9415","EC Vitória","Coritiba FC"
"4261","2013-10-12","28","19556","Fluminense","Grêmio"
"4262","2013-10-13","28","7230","Santos FC","Ponte Preta"
"4263","2013-10-13","28","13158","Criciúma EC","Vasco da Gama"
"4264","2013-10-13","28","3672","Internacional","Náutico"
"4265","2013-10-13","28","50282","São Paulo","Corinthians"
"4266","2013-10-13","28","15368","Atlético-MG","Cruzeiro"
"4267","2013-10-13","28","31720","Botafogo","Flamengo"
"4268","2013-10-13","28","10663","Atlético-PR","Portuguesa"
"4269","2013-10-13","28","8561","Goiás EC","EC Bahia"
"4270","2013-10-17","29","3486","Santos FC","Internacional"
"4271","2013-10-17","29","31564","Cruzeiro","Fluminense"
"4272","2013-10-17","29","3104","Ponte Preta","Coritiba FC"
"4273","2013-10-17","29","11377","Criciúma EC","Portuguesa"
"4274","2013-10-17","29","14942","São Paulo","Náutico"
"4275","2013-10-17","29","15352","Grêmio","Corinthians"
"4276","2013-10-17","29","6811","Atlético-PR","Atlético-MG"
"4277","2013-10-17","29","12443","Flamengo","EC Bahia"
"4278","2013-10-18","29","7766","Vasco da Gama","Goiás EC"
"4279","2013-10-18","29","17086","EC Vitória","Botafogo"
"4280","2013-10-19","30","20791","Fluminense","Ponte Preta"
"4281","2013-10-19","30","5452","Náutico","Santos FC"
"4282","2013-10-20","30","14788","Corinthians","Criciúma EC"
"4283","2013-10-20","30","14203","Atlético-MG","Flamengo"
"4284","2013-10-20","30","13713","Goiás EC","Atlético-PR"
"4285","2013-10-20","30","24765","EC Bahia","São Paulo"
"4286","2013-10-20","30","15273","Internacional","Grêmio"
"4287","2013-10-20","30","15152","Botafogo","Vasco da Gama"
"4288","2013-10-20","30","14402","Coritiba FC","Cruzeiro"
"4289","2013-10-20","30","3687","Portuguesa","EC Vitória"
"4290","2013-10-26","31","10743","Botafogo","Atlético-MG"
"4291","2013-10-26","31","38378","Cruzeiro","Criciúma EC"
"4292","2013-10-27","31","6415","EC Bahia","Atlético-PR"
"4293","2013-10-27","31","17949","Corinthians","Santos FC"
"4294","2013-10-27","31","13349","Ponte Preta","Vasco da Gama"
"4295","2013-10-27","31","21967","Portuguesa","Flamengo"
"4296","2013-10-27","31","5603","Internacional","São Paulo"
"4297","2013-10-27","31","29350","Fluminense","EC Vitória"
"4298","2013-10-27","31","19203","Coritiba FC","Grêmio"
"4299","2013-10-27","31","3558","Náutico","Goiás EC"
"4300","2013-11-02","32","50802","São Paulo","Portuguesa"
"4301","2013-11-02","32","6615","Vasco da Gama","Coritiba FC"
"4302","2013-11-03","32","13255","Atlético-MG","Náutico"
"4303","2013-11-03","32","33852","EC Vitória","Corinthians"
"4304","2013-11-03","32","9460","Santos FC","Cruzeiro"
"4305","2013-11-03","32","16227","Grêmio","EC Bahia"
"4306","2013-11-03","32","9295","Goiás EC","Botafogo"
"4307","2013-11-03","32","32063","Flamengo","Fluminense"
"4308","2013-11-03","32","9559","Criciúma EC","Ponte Preta"
"4309","2013-11-03","32","6533","Atlético-PR","Internacional"
"4310","2013-11-09","33","3781","Portuguesa","Coritiba FC"
"4311","2013-11-09","33","32683","EC Bahia","Atlético-MG"
"4312","2013-11-10","33","14798","Flamengo","Goiás EC"
"4313","2013-11-10","33","10969","Internacional","Botafogo"
"4314","2013-11-10","33","56854","Cruzeiro","Grêmio"
"4315","2013-11-10","33","12754","Atlético-PR","São Paulo"
"4316","2013-11-10","33","15666","Ponte Preta","EC Vitória"
"4317","2013-11-10","33","56756","Vasco da Gama","Santos FC"
"4318","2013-11-10","33","2797","Náutico","Criciúma EC"
"4319","2013-11-10","33","14438","Corinthians","Fluminense"
"4320","2013-11-13","34","16863","Grêmio","Vasco da Gama"
"4321","2013-11-13","34","6192","Goiás EC","Ponte Preta"
"4322","2013-11-14","34","10363","Botafogo","Portuguesa"
"4323","2013-11-14","34","9008","Criciúma EC","Atlético-PR"
"4324","2013-11-14","34","15636","São Paulo","Flamengo"
"4325","2013-11-14","34","25002","EC Vitória","Cruzeiro"
"4326","2013-11-14","34","17416","Coritiba FC","Corinthians"
"4327","2013-11-14","34","13597","Santos FC","EC Bahia"
"4328","2013-11-15","34","30844","Fluminense","Náutico"
"4329","2013-11-15","34","12451","Atlético-MG","Internacional"
"4330","2013-11-16","35","14147","Botafogo","Atlético-PR"
"4331","2013-11-17","35","5510","Coritiba FC","Criciúma EC"
"4332","2013-11-17","35","19207","Corinthians","Vasco da Gama"
"4333","2013-11-17","35","13168","Cruzeiro","Ponte Preta"
"4334","2013-11-17","35","37310","Fluminense","São Paulo"
"4335","2013-11-17","35","13738","EC Vitória","Santos FC"
"4336","2013-11-17","35","2867","Portuguesa","Atlético-MG"
"4337","2013-11-17","35","2721","Náutico","EC Bahia"
"4338","2013-11-17","35","17097","Grêmio","Flamengo"
"4339","2013-11-17","35","8263","Goiás EC","Internacional"
"4340","2013-11-23","36","9824","Criciúma EC","EC Vitória"
"4341","2013-11-23","36","38654","Vasco da Gama","Cruzeiro"
"4342","2013-11-24","36","10128","Atlético-MG","Goiás EC"
"4343","2013-11-24","36","2472","Atlético-PR","Náutico"
"4344","2013-11-24","36","23284","Flamengo","Corinthians"
"4345","2013-11-24","36","4369","Santos FC","Fluminense"
"4346","2013-11-24","36","4111","Ponte Preta","Grêmio"
"4347","2013-11-24","36","31025","EC Bahia","Portuguesa"
"4348","2013-11-24","36","12692","São Paulo","Botafogo"
"4349","2013-11-24","36","11195","Internacional","Coritiba FC"
"4350","2013-11-30","37","44699","Fluminense","Atlético-MG"
"4351","2013-12-01","37","33201","Corinthians","Internacional"
"4352","2013-12-01","37","55914","Vasco da Gama","Náutico"
"4353","2013-12-01","37","25148","EC Vitória","Flamengo"
"4354","2013-12-01","37","48112","Cruzeiro","EC Bahia"
"4355","2013-12-01","37","17169","Coritiba FC","Botafogo"
"4356","2013-12-01","37","18081","Criciúma EC","São Paulo"
"4357","2013-12-01","37","2390","Ponte Preta","Portuguesa"
"4358","2013-12-01","37","11431","Santos FC","Atlético-PR"
"4359","2013-12-01","37","23910","Grêmio","Goiás EC"
"4360","2013-12-07","38","41272","Flamengo","Cruzeiro"
"4361","2013-12-07","38","9716","Náutico","Corinthians"
"4362","2013-12-08","38","8978","Atlético-PR","Vasco da Gama"
"4363","2013-12-08","38","25238","Goiás EC","Santos FC"
"4364","2013-12-08","38","12244","Internacional","Ponte Preta"
"4365","2013-12-08","38","40249","EC Bahia","Fluminense"
"4366","2013-12-08","38","22315","Atlético-MG","EC Vitória"
"4367","2013-12-08","38","9220","São Paulo","Coritiba FC"
"4368","2013-12-08","38","34354","Botafogo","Criciúma EC"
"4369","2013-12-08","38","4384","Portuguesa","Grêmio"
"4370","2014-04-19","1","35020","Fluminense","Figueirense FC"
"4371","2014-04-19","1","24692","Internacional","EC Vitória"
"4372","2014-04-20","1","7178","Chapecoense","Coritiba FC"
"4373","2014-04-20","1","31564","São Paulo","Botafogo"
"4374","2014-04-20","1","2495","Atlético-PR","Grêmio"
"4375","2014-04-20","1","8724","Atlético-MG","Corinthians"
"4376","2014-04-20","1","9348","EC Bahia","Cruzeiro"
"4377","2014-04-20","1","19012","Flamengo","Goiás EC"
"4378","2014-04-20","1","7964","Santos FC","Sport Recife"
"4379","2014-04-20","1","11768","Criciúma EC","Palmeiras"
"4380","2014-04-26","2","12354","Coritiba FC","Santos FC"
"4381","2014-04-27","2","11189","Palmeiras","Fluminense"
"4382","2014-04-27","2","9995","Botafogo","Internacional"
"4383","2014-04-27","2","36402","Corinthians","Flamengo"
"4384","2014-04-27","2","17530","Cruzeiro","São Paulo"
"4385","2014-04-27","2","4953","EC Vitória","Atlético-PR"
"4386","2014-04-27","2","12686","Sport Recife","Chapecoense"
"4387","2014-04-27","2","9245","Grêmio","Atlético-MG"
"4388","2014-04-27","2","777","Figueirense FC","EC Bahia"
"4389","2014-04-27","2","2090","Goiás EC","Criciúma EC"
"4390","2014-05-03","3","31888","São Paulo","Coritiba FC"
"4391","2014-05-03","3","11877","Atlético-PR","Cruzeiro"
"4392","2014-05-03","3","7934","Santos FC","Grêmio"
"4393","2014-05-04","3","50687","Fluminense","EC Vitória"
"4394","2014-05-04","3","21082","Flamengo","Palmeiras"
"4395","2014-05-04","3","16040","EC Bahia","Botafogo"
"4396","2014-05-04","3","17974","Internacional","Sport Recife"
"4397","2014-05-04","3","10216","Criciúma EC","Figueirense FC"
"4398","2014-05-04","3","6029","Atlético-MG","Goiás EC"
"4399","2014-05-04","3","15009","Chapecoense","Corinthians"
"4400","2014-05-10","4","6454","Palmeiras","Goiás EC"
"4401","2014-05-10","4","28426","Internacional","Atlético-PR"
"4402","2014-05-11","4","4992","Botafogo","Criciúma EC"
"4403","2014-05-11","4","30766","Fluminense","Flamengo"
"4404","2014-05-11","4","14000","São Paulo","Corinthians"
"4405","2014-05-11","4","9048","Atlético-MG","Cruzeiro"
"4406","2014-05-11","4","19165","Chapecoense","Grêmio"
"4407","2014-05-11","4","10832","Coritiba FC","Sport Recife"
"4408","2014-05-11","4","21352","EC Bahia","EC Vitória"
"4409","2014-05-11","4","7806","Figueirense FC","Santos FC"
"4410","2014-05-15","5","9737","Goiás EC","Botafogo"
"4411","2014-05-17","5","11603","Cruzeiro","Coritiba FC"
"4412","2014-05-18","5","25118","Flamengo","São Paulo"
"4413","2014-05-18","5","36694","Corinthians","Figueirense FC"
"4414","2014-05-18","5","766","Atlético-PR","Chapecoense"
"4415","2014-05-18","5","19328","Grêmio","Fluminense"
"4416","2014-05-18","5","15600","Santos FC","Atlético-MG"
"4417","2014-05-18","5","8484","EC Vitória","Palmeiras"
"4418","2014-05-18","5","13047","Criciúma EC","Internacional"
"4419","2014-06-05","5","14177","Sport Recife","EC Bahia"
"4420","2014-05-22","6","10924","Flamengo","EC Bahia"
"4421","2014-05-22","6","11599","Coritiba FC","Internacional"
"4422","2014-05-22","6","13679","Cruzeiro","Sport Recife"
"4423","2014-05-22","6","7336","Criciúma EC","Chapecoense"
"4424","2014-05-22","6","17035","Fluminense","São Paulo"
"4425","2014-05-22","6","13137","Corinthians","Atlético-PR"
"4426","2014-05-22","6","7010","Grêmio","Botafogo"
"4427","2014-05-23","6","10870","Palmeiras","Figueirense FC"
"4428","2014-05-23","6","6190","Goiás EC","Santos FC"
"4429","2014-05-23","6","4694","EC Vitória","Atlético-MG"
"4430","2014-05-24","7","1345","EC Bahia","Fluminense"
"4431","2014-05-25","7","14971","São Paulo","Grêmio"
"4432","2014-05-25","7","20718","Sport Recife","Corinthians"
"4433","2014-05-25","7","7182","Santos FC","Flamengo"
"4434","2014-05-25","7","1063","Atlético-PR","Coritiba FC"
"4435","2014-05-25","7","4729","Figueirense FC","Goiás EC"
"4436","2014-05-25","7","2759","Botafogo","EC Vitória"
"4437","2014-05-25","7","15668","Atlético-MG","Criciúma EC"
"4438","2014-05-25","7","7541","Internacional","Cruzeiro"
"4439","2014-05-25","7","6275","Chapecoense","Palmeiras"
"4440","2014-05-28","8","6893","Sport Recife","Grêmio"
"4441","2014-05-28","8","5681","Palmeiras","Botafogo"
"4442","2014-05-28","8","8415","Criciúma EC","Coritiba FC"
"4443","2014-05-28","8","2824","Internacional","Chapecoense"
"4444","2014-05-28","8","4267","Goiás EC","EC Vitória"
"4445","2014-05-28","8","17784","Corinthians","Cruzeiro"
"4446","2014-05-28","8","2817","Atlético-PR","São Paulo"
"4447","2014-05-28","8","15447","Atlético-MG","Fluminense"
"4448","2014-05-29","8","4577","Flamengo","Figueirense FC"
"4449","2014-05-29","8","16089","EC Bahia","Santos FC"
"4450","2014-05-31","9","27530","São Paulo","Atlético-MG"
"4451","2014-05-31","9","3127","Coritiba FC","Goiás EC"
"4452","2014-06-01","9","3152","EC Vitória","Sport Recife"
"4453","2014-06-01","9","10283","Cruzeiro","Flamengo"
"4454","2014-06-01","9","15136","Grêmio","Palmeiras"
"4455","2014-06-01","9","7817","Chapecoense","EC Bahia"
"4456","2014-06-01","9","6403","Fluminense","Internacional"
"4457","2014-06-01","9","5136","Santos FC","Criciúma EC"
"4458","2014-06-01","9","4608","Figueirense FC","Atlético-PR"
"4459","2014-10-11","9","21969","Botafogo","Corinthians"
"4460","2014-07-17","10","18532","Sport Recife","Botafogo"
"4461","2014-07-17","10","10383","Coritiba FC","Figueirense FC"
"4462","2014-07-17","10","24449","Grêmio","Goiás EC"
"4463","2014-07-17","10","6692","Flamengo","Atlético-PR"
"4464","2014-07-17","10","17482","EC Bahia","São Paulo"
"4465","2014-07-17","10","8829","Criciúma EC","Fluminense"
"4466","2014-07-18","10","32644","Corinthians","Internacional"
"4467","2014-07-18","10","11774","Santos FC","Palmeiras"
"4468","2014-07-18","10","24156","Cruzeiro","EC Vitória"
"4469","2014-08-07","10","9426","Chapecoense","Atlético-MG"
"4470","2014-07-19","11","42979","São Paulo","Chapecoense"
"4471","2014-07-19","11","7558","Atlético-MG","EC Bahia"
"4472","2014-07-19","11","6461","Figueirense FC","Grêmio"
"4473","2014-07-20","11","1594","Botafogo","Coritiba FC"
"4474","2014-07-20","11","14970","Palmeiras","Cruzeiro"
"4475","2014-07-20","11","15259","EC Vitória","Corinthians"
"4476","2014-07-20","11","27633","Internacional","Flamengo"
"4477","2014-07-20","11","4789","Fluminense","Santos FC"
"4478","2014-07-20","11","0","Atlético-PR","Criciúma EC"
"4479","2014-07-20","11","2430","Goiás EC","Sport Recife"
"4480","2014-07-26","12","6962","Santos FC","Chapecoense"
"4481","2014-07-26","12","21190","Cruzeiro","Figueirense FC"
"4482","2014-07-26","12","7355","Criciúma EC","EC Vitória"
"4483","2014-07-27","12","5221","EC Bahia","Internacional"
"4484","2014-07-27","12","16579","Sport Recife","Atlético-MG"
"4485","2014-07-27","12","31031","Corinthians","Palmeiras"
"4486","2014-07-27","12","0","Atlético-PR","Fluminense"
"4487","2014-07-27","12","12845","Goiás EC","São Paulo"
"4488","2014-07-27","12","52378","Flamengo","Botafogo"
"4489","2014-07-27","12","19944","Grêmio","Coritiba FC"
"4490","2014-08-02","13","13535","Botafogo","Cruzeiro"
"4491","2014-08-02","13","46512","São Paulo","Criciúma EC"
"4492","2014-08-03","13","10637","EC Vitória","Grêmio"
"4493","2014-08-03","13","15206","Palmeiras","EC Bahia"
"4494","2014-08-03","13","21296","Coritiba FC","Corinthians"
"4495","2014-08-03","13","5520","Figueirense FC","Sport Recife"
"4496","2014-08-03","13","12473","Chapecoense","Flamengo"
"4497","2014-08-03","13","40075","Fluminense","Goiás EC"
"4498","2014-08-03","13","8663","Atlético-MG","Atlético-PR"
"4499","2014-08-03","13","20258","Internacional","Santos FC"
"4500","2014-08-09","14","8085","EC Bahia","Goiás EC"
"4501","2014-08-09","14","9646","Criciúma EC","Cruzeiro"
"4502","2014-08-10","14","28511","Fluminense","Coritiba FC"
"4503","2014-08-10","14","42071","Flamengo","Sport Recife"
"4504","2014-08-10","14","12329","Santos FC","Corinthians"
"4505","2014-08-10","14","0","Atlético-PR","Botafogo"
"4506","2014-08-10","14","32643","Internacional","Grêmio"
"4507","2014-08-10","14","29115","São Paulo","EC Vitória"
"4508","2014-08-10","14","14089","Atlético-MG","Palmeiras"
"4509","2014-08-10","14","7431","Chapecoense","Figueirense FC"
"4510","2014-08-16","15","4256","Goiás EC","Internacional"
"4511","2014-08-17","15","30819","Corinthians","EC Bahia"
"4512","2014-08-17","15","20267","Palmeiras","São Paulo"
"4513","2014-08-17","15","13521","Coritiba FC","Flamengo"
"4514","2014-08-17","15","39215","Cruzeiro","Santos FC"
"4515","2014-08-17","15","10897","EC Vitória","Chapecoense"
"4516","2014-08-17","15","27112","Grêmio","Criciúma EC"
"4517","2014-08-17","15","29185","Botafogo","Fluminense"
"4518","2014-08-17","15","13223","Sport Recife","Atlético-PR"
"4519","2014-08-17","15","7196","Figueirense FC","Atlético-MG"
"4520","2014-08-21","16","21802","Sport Recife","Palmeiras"
"4521","2014-08-21","16","4612","Santos FC","Atlético-PR"
"4522","2014-08-21","16","6823","Figueirense FC","Botafogo"
"4523","2014-08-21","16","6192","Coritiba FC","EC Vitória"
"4524","2014-08-21","16","9926","EC Bahia","Criciúma EC"
"4525","2014-08-21","16","40892","Flamengo","Atlético-MG"
"4526","2014-08-21","16","29267","Internacional","São Paulo"
"4527","2014-08-21","16","8817","Chapecoense","Fluminense"
"4528","2014-08-22","16","26486","Corinthians","Goiás EC"
"4529","2014-08-22","16","32294","Cruzeiro","Grêmio"
"4530","2014-08-23","17","18450","Botafogo","Chapecoense"
"4531","2014-08-23","17","19732","Atlético-MG","Internacional"
"4532","2014-08-24","17","18461","Palmeiras","Coritiba FC"
"4533","2014-08-24","17","13919","Fluminense","Sport Recife"
"4534","2014-08-24","17","31159","São Paulo","Santos FC"
"4535","2014-08-24","17","7112","EC Vitória","Figueirense FC"
"4536","2014-08-24","17","30117","Grêmio","Corinthians"
"4537","2014-08-24","17","14516","Criciúma EC","Flamengo"
"4538","2014-08-24","17","0","Atlético-PR","EC Bahia"
"4539","2014-08-24","17","5163","Goiás EC","Cruzeiro"
"4540","2014-08-30","18","31178","Palmeiras","Internacional"
"4541","2014-08-30","18","26682","Cruzeiro","Chapecoense"
"4542","2014-08-31","18","14285","Botafogo","Santos FC"
"4543","2014-08-31","18","12869","Sport Recife","Criciúma EC"
"4544","2014-08-31","18","34889","Corinthians","Fluminense"
"4545","2014-08-31","18","6950","Coritiba FC","Atlético-MG"
"4546","2014-08-31","18","15803","Figueirense FC","São Paulo"
"4547","2014-08-31","18","14477","EC Vitória","Flamengo"
"4548","2014-08-31","18","12607","Grêmio","EC Bahia"
"4549","2014-08-31","18","1544","Goiás EC","Atlético-PR"
"4550","2014-09-06","19","59680","Flamengo","Grêmio"
"4551","2014-09-06","19","14205","Santos FC","EC Vitória"
"4552","2014-09-07","19","2005","Chapecoense","Goiás EC"
"4553","2014-09-07","19","27194","Fluminense","Cruzeiro"
"4554","2014-09-07","19","25149","São Paulo","Sport Recife"
"4555","2014-09-07","19","18588","Atlético-MG","Botafogo"
"4556","2014-09-07","19","12269","Criciúma EC","Corinthians"
"4557","2014-09-07","19","19559","Atlético-PR","Palmeiras"
"4558","2014-09-07","19","0","EC Bahia","Coritiba FC"
"4559","2014-09-07","19","16965","Internacional","Figueirense FC"
"4560","2014-09-11","20","17173","Palmeiras","Criciúma EC"
"4561","2014-09-11","20","11584","Grêmio","Atlético-PR"
"4562","2014-09-11","20","10444","Figueirense FC","Fluminense"
"4563","2014-09-11","20","13862","Sport Recife","Santos FC"
"4564","2014-09-11","20","7238","Coritiba FC","Chapecoense"
"4565","2014-09-11","20","24857","Botafogo","São Paulo"
"4566","2014-09-11","20","5060","EC Vitória","Internacional"
"4567","2014-09-11","20","33278","Goiás EC","Flamengo"
"4568","2014-09-12","20","24784","Corinthians","Atlético-MG"
"4569","2014-09-12","20","20861","Cruzeiro","EC Bahia"
"4570","2014-09-13","21","15238","Fluminense","Palmeiras"
"4571","2014-09-13","21","4737","Chapecoense","Sport Recife"
"4572","2014-09-14","21","7075","Santos FC","Coritiba FC"
"4573","2014-09-14","21","36905","Flamengo","Corinthians"
"4574","2014-09-14","21","58627","São Paulo","Cruzeiro"
"4575","2014-09-14","21","2952","EC Bahia","Figueirense FC"
"4576","2014-09-14","21","16456","Internacional","Botafogo"
